ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2282562,Whirlpool,WED8540FW*,WED8540FW*,,883049421506,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW8540F**_08222016230047_6847335,03/08/2016,10/27/2016,United States,ES_22856_WED8540FW*_10272016175833_1113446,No
2282563,Whirlpool,WED85HEFBL*,WED85HEFBL*,,883049421537,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,03/08/2016,10/27/2016,United States,ES_22856_WED85HEFBL*_10272016174848_0528075,No
2282564,Whirlpool,WED85HEFC*,WED85HEFC*,,883049416922,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,United States,ES_22856_WED85HEFC*_10272016174641_0401920,No
2282565,Whirlpool,WED85HEFW*,WED85HEFW*,,883049416908,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,United States,ES_22856_WED85HEFW*_10272016174516_0316219,No
2327880,Whirlpool,WED8620H**,WED8620H**,,883049457086,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,10/15/2018,09/26/2018,United States,ES_1129244_WED8620H**_10142018191923_4763998,No
2266012,Whirlpool,WED8700E**,WED8700E**,,8,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,Yes,Wi-Fi,Other,No,,Yes,ES_0022856_WTW8700E**_04012015081728_70027607,06/01/2016,04/28/2016,United States,ES_22856_WED8700E**_05032016193738_4258822,No
2266015,Whirlpool,WED8740D*+,WED8740D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW8740D*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED8740D*+_05032016200233_5753921,No
2266016,Whirlpool,WED87HED*+,WED87HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED87HED*+_05032016201405_6445211,No
2266020,Whirlpool,WED87HED*+,WED87HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED87HED*+_05032016204014_8014653,No
2266036,Whirlpool,WED90HEFC*,WED90HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_C_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED90HEFC*_05032016220929_3369874,No
2266037,Whirlpool,WED90HEFW*,WED90HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED90HEFW*_05032016221206_3526236,No
2266022,Whirlpool,WED9290FC*,WED9290FC*,,883049381497,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Ventless,No,,,,4.43,Yes,ES_22856_WFW9290F**_04262016215708_7828753,11/01/2015,04/28/2016,United States,ES_22856_WED9290FC*_05032016210958_9798020,Yes
2266023,Whirlpool,WED9290FW*,WED9290FW*,,883049381480,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Ventless,No,,,,4.43,Yes,ES_22856_WFW7590F**_04262016215255_7575072,11/01/2015,04/28/2016,United States,ES_22856_WED9290FW*_05032016211140_9900631,Yes
2266038,Whirlpool,WED92HEFBD*,WED92HEFBD*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_BD_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED92HEFBD*_05032016222042_4042682,No
2266039,Whirlpool,WED92HEFBD*,WED92HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_C_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED92HEFC*_05032016222409_4249606,No
2266040,Whirlpool,WED92HEFU*,WED92HEFU*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_U_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED92HEFU*_05032016222642_4402019,No
2266041,Whirlpool,WED92HEFW*,WED92HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_12072015113037_70054797,06/01/2016,04/28/2016,United States,ES_22856_WED92HEFW*_05032016222946_4586388,No
2266053,Whirlpool,WED9500EC*,WED9500EC*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED9500EC*_05032016230924_6964395,No
2266054,Whirlpool,WED9500EW*,WED9500EW*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED9500EW*_05032016231046_7046045,No
2266091,Whirlpool,WED95HED*+,WED95HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW95HED*+_03252014114036_2713436,06/01/2016,04/28/2016,United States,ES_22856_WED95HED*+_05042016154050_6450915,No
2327890,Whirlpool,WED9620H**,WED9620H**,,883049457505,Electric,,,7.4,38,27,31,3.93,608,74,"WHAT TO DRY – REGULAR, HOW TO DRY - NORMAL, TEMPERATURE HIGH, DRYNESS LEVEL NORMAL, ECOBOOST ON – LEAF, WI- FI OFF, WRINKLE SHIELD OFF","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle",Ventless,Yes,Wi-Fi,Other,No,,No,,10/15/2018,09/26/2018,United States,ES_1129244_WED9620H**_10142018210745_1265041,No
2266005,Whirlpool,WED9750EW*,WED9750EW*,,883049403786,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/02/2015,10/27/2016,United States,ES_22856_WED9750EW*_05032016180201_8521916,No
2266092,Whirlpool,WED97HED*+,WED97HED*+,,1,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED97HED*+_05042016154848_6928419,No
2266096,Whirlpool,WED99HED*+,WED99HED*+,,8,Electric,,,7.3,38,27,30,4.5,531,71,"ECO, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL",Other,Ventless,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED99HED*+_05042016162312_8992754,No
2327889,Whirlpool,WGD560LH**,WGD560LH**,,883049457703,Gas,,,7.4,38,27,31,3.48,687,65,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,United States,ES_1129244_WGD560LH**_10142018210101_0861486,No
2327884,Whirlpool,WGD5620H**,WGD5620H**,,883049457710,Gas,,,7.4,38,27,31,3.48,687,66,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,United States,ES_1129244_WGD5620H**_10142018203626_9386288,No
