ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Power Conversion Mechanism,Minimum Configuration Tested Model Number,Active Output Power Rating Minimum Configuration (W),Apparent Output Power Rating Minimum Configuration (VA),Maximum Configuration Tested Model Number,Active Output Power Rating Maximum Configuration (W),Apparent Output Power Rating Maximum Configuration (VA),Topology (ac),Topology and Product Type Combined,Application,Rated Input Voltage (V rms),Rated Input Frequency (Hz),Rated Output Voltage (V),Rated Output Frequency (Hz),Rack Mountable,Rack Mount Height (U),Height (mm),Width (mm),Depth (mm),Total Number of Outlets,Number of Battery Backup and Surge Protected Outlets,Number of Surge Protected Only Outlets,Normal Mode(s) Input Dependency Characteristic (ac),Modular UPS,Number of Normal Modes,Default Normal Mode (ac),Test Input Voltage (V rms),Test Input Frequency (Hz),Test Output Voltage (V),Test Output Frequency (Hz),Total Input Power in W at 0% Load Min Config Lowest Dependency (ac),Total Input Power in W at 0% Load Min Config Highest Dependency (ac),Efficiency at 25% Load Min Config Lowest Dependency (ac),Efficiency at 25% Load Min Config Highest Dependency (ac),Efficiency at 50% Load Min Config Lowest Dependency (ac),Efficiency at 50% Load Min Config Highest Dependency (ac),Efficiency at 75% Load Min Config Lowest Dependency (ac),Efficiency at 75% Load Min Config Highest Dependency (ac),Efficiency at 100% Load Min Config Lowest Dependency (ac),Efficiency at 100% Load Min Config Highest Dependency (ac),Weighted Efficiency Calc Min Config Lowest Dependency,Weighted Efficiency Calc Min Config Highest Dependency,Total Input Power in W at 0% Load Minimum Configuration (dc),Efficiency at 30% Load Minimum Configuration (dc),Efficiency at 40% Load Minimum Configuration (dc),Efficiency at 50% Load Minimum Configuration (dc),Efficiency at 60% Load Minimum Configuration (dc),Efficiency at 70% Load Minimum Configuration (dc),Efficiency at 80% Load Minimum Configuration (dc),Minimum Configuration Input Power Factor Lowest-Input Dependency,Minimum Configuration Input Power Factor Highest-Input Dependency,Total Input Power in W at 0% Load Max Config Lowest Dependency (ac),Total Input Power in W at 0% Load Max Config Highest Dependency (ac),Efficiency at 25% Load Max Config Lowest Dependency (ac),Efficiency at 25% Load Max Config Highest Dependency (ac),Efficiency at 50% Load Max Config Lowest Dependency (ac),Efficiency at 50% Load Max Config Highest Dependency (ac),Efficiency at 75% Load Max Config Lowest Dependency (ac),Efficiency at 75% Load Max Config Highest Dependency (ac),Efficiency at 100% Load Max Config Lowest Dependency (ac),Efficiency at 100% Load Max Config Highest Dependency (ac),Weighted Efficiency Calc Max Config Lowest Dependency,Weighted Efficiency Calc Max Config Highest Dependency,Total Input Power in W at 0% Load Maximum Configuration  (dc),Efficiency at 30% Load Maximum Configuration (dc),Efficiency at 40% Load Maximum Configuration (dc),Efficiency at 50% Load Maximum Configuration (dc),Efficiency at 60% Load Maximum Configuration (dc),Efficiency at 70% Load Maximum Configuration (dc),Efficiency at 80% Load Maximum Configuration (dc),Maximum Configuration Input Power Factor Lowest-Input Dependency,Maximum Configuration Input Power Factor Highest-Input Dependency,Efficiency (%),Modular UPS Module Tested Model Number,Energy Storage Mechanism,Energy Storage System Technology,Energy Storage System Configuration,Energy Storage System Removable to Another Room,Energy Storage System Runtime at 100% Load (min.),Energy Storage System Runtime at 50% Load (min.),Energy Storage System Warranty (yrs),Energy Storage System Information URL,Battery Recycling URL,Network Connections Available,Communication Protocols,Communication Protocol Other,Manufacturer Take Back Program,Manufacturer Take Back Program URL,Model Web Page URL,Test Method Guidelines,Date Available on Market,Date Certified,Markets,CB Model Identifier
2333486,Schneider Electric,APC by Schneider Electric,Back UPS PRO BR 1500VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1500MS,"Back UPS PRO BR 1500VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BR1500MSW,; Std Exch Back UPS PRO BR 1500VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1500MSQ,",Ac-output UPS,Static,BR1500MS,900,1500,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,3.104,,98.5,,99,,99.1,,99.1,,99.1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99.1,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,15,3,http://www.apc.com/shop/us/en/products/P-APCRBC163,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BR1500MS,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,"United States, Canada",ES_22220_BR1500MS_02132019062504_9104548
2333698,Schneider Electric,APC by Schneider Electric,Dell Smart-UPS SRT 3000VA RM 120V,DLRT3000RMXLA,"Dell Smart-UPS SRT 3000VA RM 120V Factory Serviced,DLRT3000RMXLAW,; Std Exch Dell Smart-UPS SRT 3000VA RM 120V,DLRT3000RMXLAQ,",Ac-output UPS,Static,SRT3000RMXLA,2700,3000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,635,9,9,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,44.16,34.48,91.2,94.9,93.2,97,93.3,97.5,92.5,97.6,93,97.4,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT3000RMXLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,02/01/2019,02/14/2019,"United States, Canada",ES_22220_DLRT3000RMXLA_02182019145409_1649192
2333699,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 3000VA RM 120V,SRT3000RMXLA,"APC Smart-UPS SRT 3000VA RM 120V Factory Serviced,SRT3000RMXLAW,; Std Exch APC Smart-UPS SRT 3000VA RM 120V,SRT3000RMXLAQ,",Ac-output UPS,Static,SRT3000RMXLA,2700,3000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,635,9,9,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,44.16,34.48,91.2,94.9,93.2,97,93.3,97.5,92.5,97.6,93,97.4,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT3000RMXLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT3000RMXLA_02182019144522_1122080
2333700,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 3000VA 120V,SRT3000XLA,"APC Smart-UPS SRT 3000VA 120V Factory Serviced,SRT3000XLAW,; Std Exch APC Smart-UPS SRT 3000VA 120V,SRT3000XLAQ,",Ac-output UPS,Static,SRT3000RMXLA,2700,3000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,No,,432,85,635,9,9,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,44.16,34.48,91.2,94.9,93.2,97,93.3,97.5,92.5,97.6,93,97.4,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT3000XLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT3000XLA_02182019151456_2896574
2333703,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 2200VA RM 120V,SRT2200RMXLA,"APC Smart-UPS SRT 2200VA RM 120V  Factory Serviced,SRT2200RMXLAW,; Std Exch APC Smart-UPS SRT 2200VA RM 120V,SRT2200RMXLAQ,",Ac-output UPS,Static,SRT2200RMXLA,1800,2200,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,584,7,7,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,45,34.56,88.8,92.7,92.1,95.9,92.4,96.8,92.5,97.2,92.4,92.4,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,92.4,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT2200RMXLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT2200RMXLA_02182019161916_6756365
2333705,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 2200VA 120V,SRT2200XLA,"APC Smart-UPS SRT 2200VA 120V Factory Serviced,SRT2200XLAW,; Std Exch APC Smart-UPS SRT 2200VA 120V,SRT2200XLAQ,",Ac-output UPS,Static,SRT2200RMXLA,1800,2200,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,No,,432,85,584,7,7,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,45,34.56,88.8,92.7,92.1,95.9,92.4,96.8,92.5,97.2,92.4,92.4,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,92.4,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT2200XLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT2200XLA_02182019170330_9410701
2333706,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 1500VA RM 120V,SRT1500RMXLA,"APC Smart-UPS SRT 1500VA RM 120V Factory Serviced,SRT1500RMXLAW,; Std Exch APC Smart-UPS SRT 1500VA RM 120V,SRT1500RMXLAQ,",Ac-output UPS,Static,SRT1500RMXLA,1350,1500,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,508,6,6,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,34.64,28.72,87.9,91.9,91.3,95.4,91.9,96.5,91.6,96.9,91.6,95.5,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,91.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,13,2,http://www.apc.com/shop/us/en/products/P-APCRBC155,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT1500RMXLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT1500RMXLA_02182019172159_0519664
2333707,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 1500VA 120V,SRT1500XLA,"APC Smart-UPS SRT 1500VA 120V Factory Serviced,SRT1500XLAW,; Std Exch APC Smart-UPS SRT 1500VA 120V,SRT1500XLAQ,",Ac-output UPS,Static,SRT1500RMXLA,1350,1500,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,No,,432,85,508,6,6,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,34.64,28.72,87.9,91.9,91.3,95.4,91.9,96.5,91.6,96.9,91.6,95.5,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,91.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,13,2,http://www.apc.com/shop/us/en/products/P-APCRBC155,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port","Other,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT1500XLA,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT1500XLA_02182019173005_1005796
2333708,Schneider Electric,APC by Schneider Electric,Smart-UPS SRT 2200VA RM 120V Network Card,SRT2200RMXLA-NC,"APC Smart-UPS SRT 1500VA RM 120V Network Card Factory Serviced,SRT2200RXLANCW,; Std Exch APC Smart-UPS SRT 2200VA RM 120V Network,SRT2200RXLANCQ,",Ac-output UPS,Static,SRT2200RMXLA-NC,1800,2200,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,584,7,7,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,46.6,36.12,88.5,92.3,92,95.7,92.3,96.7,92.4,97.1,92.3,96.5,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,92.3,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,http://www.apc.com/shop/us/en/products/P-APCRBC141,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling,SNMP (v1, 2 or 3)",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT2200RMXLA-NC,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT2200RMXLA-NC_02182019173819_1499824
2333709,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 1500VA RM 120V Network Card,SRT1500RMXLA-NC,"APC Smart-UPS SRT 1500VA RM 120V Network Card Factory Serviced,SRT1500RXLANCW,; Std Exch APC Smart-UPS SRT 1500VA RM 120V,SRT1500RXLANCQ,",Ac-output UPS,Static,SRT1500RMXLA-NC,1350,1500,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,508,6,6,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.24,30.36,87.6,91.5,91.1,95.2,91.9,96.4,91.7,96.8,91.6,95.3,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,91.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,13,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling,SNMP (v1, 2 or 3)",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT1500RMXLA-NC,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT1500RMXLA-NC_02182019175053_2253792
2333710,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 3000VA RM 120V Network Card,SRT3000RMXLA-NC,"APC Smart-UPS SRT 3000VA RM 120V Network Card Factory Serviced,SRT3000RXLANCW,; Std Exch APC Smart-UPS SRT 3000VA RM 120V Network Card,SRT3000RXLANCQ,",Ac-output UPS,Static,SRT3000RMXLA-NC,2700,3000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,120-120,50-60,120-120,50-60,Yes,2,85,432,635,9,9,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,120,60,120,60,45.64,36.08,91.1,94.7,93.1,96.9,93.2,97.5,92.5,97.6,93,97.3,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,2,http://www.apc.com/shop/us/en/products/P-APCRBC152,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling,SNMP (v1, 2 or 3)",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT3000RMXLA-NC,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,01/01/2019,02/14/2019,"United States, Canada",ES_22220_SRT3000RMXLA-NC_02182019182540_4340068
2334098,Schneider Electric,APC by Schneider Electric,Siemens Smart-UPS SRT 5000VA RM 208/230V HW,SMRT5KRMXLW-HW,"Siemens Smart-UPS SRT 5000VA RM 208/230V HW,SMRT5KRXLWHWW,; Std Exch Siemens Smart-UPS SRT 5000VA RM 208/230V,SMRT5KRXLWHWQ,",Ac-output UPS,Static,SRT5KRMXLW-HW,4500,5000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,208-240,50-60,208-240,50-60,Yes,3,130,432,719,0,0,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,230,50,230,50,62.16,45.8,92.2,96,94.2,97.9,94.4,98.5,94.4,98.8,94.3,98.4,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,94.3,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,12,2,http://www.apc.com/shop/us/en/products/P-APCRBC140,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling, SNMP (v1, 2 or 3)",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT5KRMXLW-HW,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,04/01/2019,02/28/2019,"United States, Canada",ES_22220_SMRT5KRMXLW-HW_02282019222052_2452799
2334099,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 5000VA RM 208/230V HW,SRT5KRMXLW-HW,"APC Smart-UPS SRT 5000VA RM 208/230V HW Factory Service,SRT5KRMXLW-HWW,; Std Exch APC Smart-UPS SRT 5000VA RM 208/230V HW,SRT5KRMXLW-HWQ,",Ac-output UPS,Static,SRT5KRMXLW-HW,4500,5000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,208-240,50-60,208-240,50-60,Yes,3,130,432,719,0,0,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,230,50,230,50,62.16,45.8,92.2,96,94.2,97.9,94.4,98.5,94.4,98.8,94.3,98.4,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,94.3,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,12,2,http://www.apc.com/shop/us/en/products/P-APCRBC140,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling, SNMP (v1, 2 or 3)",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT5KRMXLW-HW,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,12/10/2014,02/28/2019,"United States, Canada",ES_22220_SRT5KRMXLW-HW_02282019220515_1515893
2325812,Schneider Electric,Schneider Electric,"Galaxy VS 30kW 480V w/o Batteries, Start-up 5x8",GVSUPS30KGS,",GVSUPS30KG,",Ac-output UPS,Static,GVSUPS20KGS,20000,20000,GVSUPS100KGS,100000,,Multi-Mode Double Conversion,ac - Other,Data Center,480-480,60-60,480-480,60-60,No,,1485,521,847,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,246.28,152.59,93.3,96.9,95.5,98.3,96.4,98.7,96.8,98.9,95.2,98,,,,,,,,0.96,0.92,0.428,0.228,96.2,98.8,97.1,99.2,97.2,99.3,97.2,99.4,96.9,99.1,,,,,,,,0.99,0.99,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,N/A,N/A,N/A,0,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,"Serial Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU",BACnet/IP,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-GVSUPS30KGS,0,03/18/2019,07/27/2018,"United States, Canada",ES_22220_GVSUPS30KGS_09122018183153_7113994
2325813,Schneider Electric,Schneider Electric,"Galaxy VS 20kW-100kW 480V w/o Batteries, Start 5x8",GVSUPS80KGS,",GVSUPS80KG,",Ac-output UPS,Static,GVSUPS20KGS,20000,20000,GVSUPS100KGS,100000,,Multi-Mode Double Conversion,ac - Other,Data Center,480-480,60-60,480-480,60-60,No,,1485,521,847,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,246.28,152.59,93.3,96.9,95.5,98.3,96.4,98.7,96.8,98.9,95.2,98,,,,,,,,0.96,0.92,0.428,0.228,96.2,98.8,97.1,99.2,97.2,99.3,97.2,99.4,96.9,99.1,,,,,,,,0.99,0.99,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,N/A,N/A,N/A,0,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,"Serial Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU",BACnet/IP,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-GVSUPS80KGS,0,03/18/2019,07/27/2018,"United States, Canada",ES_22220_GVSUPS80KGS_09122018182827_6907518
2325814,Schneider Electric,Schneider Electric,"Galaxy VS 40kW 480V w/o Batteries, Start-up 5x8",GVSUPS40KGS,",GVSUPS40KG,",Ac-output UPS,Static,GVSUPS20KGS,20000,20000,GVSUPS100KGS,100000,,Multi-Mode Double Conversion,ac - Other,Data Center,480-480,60-60,480-480,60-60,No,,1485,521,847,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,246.28,152.59,93.3,96.9,95.5,98.3,96.4,98.7,96.8,98.9,95.2,98,,,,,,,,0.96,0.92,0.428,0.228,96.2,98.8,97.1,99.2,97.2,99.3,97.2,99.4,96.9,99.1,,,,,,,,0.99,0.99,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,N/A,N/A,N/A,0,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,"Serial Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU",BACnet/IP,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-GVSUPS40KGS,0,03/18/2019,07/27/2018,"United States, Canada",ES_22220_GVSUPS40KGS_09122018183123_7083003
2325816,Schneider Electric,Schneider Electric,"Galaxy VS 20kW 480V w/o Batteries, Start-up 5x8",GVSUPS20KGS,",GVSUPS20KG,",Ac-output UPS,Static,GVSUPS20KGS,20000,20000,GVSUPS100KGS,100000,,Multi-Mode Double Conversion,ac - Other,Data Center,480-480,60-60,480-480,60-60,No,,1485,521,847,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,246.28,152.59,93.3,96.9,95.5,98.3,96.4,98.7,96.8,98.9,95.2,98,,,,,,,,0.96,0.92,0.428,0.228,96.2,98.8,97.1,99.2,97.2,99.3,97.2,99.4,96.9,99.1,,,,,,,,0.99,0.99,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,N/A,N/A,N/A,0,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,"Serial Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU",BACnet/IP,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-GVSUPS20KGS,0,03/18/2019,07/27/2018,"United States, Canada",ES_22220_GVSUPS20KGS_09122018183216_7136963
2325817,Schneider Electric,Schneider Electric,"Galaxy VS 50kW 480V w/o Batteries, Start-up 5x8",GVSUPS50KGS,",GVSUPS50KG,",Ac-output UPS,Static,GVSUPS20KGS,20000,20000,GVSUPS100KGS,100000,,Multi-Mode Double Conversion,ac - Other,Data Center,480-480,60-60,480-480,60-60,No,,1485,521,847,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,246.28,152.59,93.3,96.9,95.5,98.3,96.4,98.7,96.8,98.9,95.2,98,,,,,,,,0.96,0.92,0.428,0.228,96.2,98.8,97.1,99.2,97.2,99.3,97.2,99.4,96.9,99.1,,,,,,,,0.99,0.99,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,N/A,N/A,N/A,0,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,"Serial Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU",BACnet/IP,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-GVSUPS50KGS,0,03/18/2019,07/27/2018,"United States, Canada",ES_22220_GVSUPS50KGS_09122018183041_7041346
